,filter_options,id,configuration,provider_experiment_id,clients_options,product,success_variation,clients,name,experiment_event_start,archive,status,variations,provider_id,date_end,date_start
99,"{""metrics"": [], ""version"": ""0"", ""explosure"": """", ""dim_is_bot"": [""ALL""], ""dim_source"": [""UG_BLOOMREACH"", ""UGT_IOS"", ""UGT_ANDROID"", ""UG_WEB"", ""UGT_HUAWEI"", ""UG_IOS"", ""UG_ANDROID""], ""dim_country"": [""ALL""], ""dim_platform"": [""0"", ""1"", ""2"", ""3"", ""4""], ""dim_utm_term"": [""ALL""], ""ratio_metrics"": {""num"": [], ""denum"": [], ""method"": ""linear""}, ""dim_edu_rights"": [""ALL""], ""dim_edu_status"": [""ALL""], ""dim_pro_rights"": [""ALL""], ""dim_pro_status"": [""ALL""], ""dim_utm_medium"": [""ALL""], ""dim_utm_source"": [""ALL""], ""dim_sing_rights"": [""ALL""], ""dim_sing_status"": [""ALL""], ""dim_source_type"": [""ALL""], ""dim_utm_content"": [""ALL""], ""dim_utm_campaign"": [""ALL""], ""dim_source_screen"": [""ALL""], ""dim_bm_action_name"": [""ALL""], ""dim_bm_campaign_id"": [""ALL""], ""is_outlayer_filter"": [0, 0], ""exp_calc_start_date"": """", ""dim_bm_campaign_name"": [""ALL""], ""dim_user_autorization"": [""ALL""], ""dim_experiment_provider"": [""ALL""], ""dim_experiment_variation"": [""1"", ""2"", ""3"", ""4"", ""5""]}",4488,,,,UG,0,"[""UG_WEB""]",[dev] Перевод bidding в storeChunk на новую архитектуру,17-04-2024,0,1,2,0,1713439121,1713450566
100,,4150,,6582f1777ab92a58eee16288,,MU,0,"[""MS_WEB"", ""MS_IOS"", ""MS_ANDROID""]",20.12.23 Trial email PRO web+app,,0,1,2,1,0,1703087252
101,,4591,,65fc1e248b283f343dc6ab38,,MU,0,"[""MS_WEB"", ""MS_IOS"", ""MS_ANDROID""]",Imported experiment [BLOOMREACH/65fc1e248b283f343dc6ab38],,0,1,2,1,0,1711041349
102,,4573,,65f473ea8eeaa0af3ce309b3,,MU,0,"[""MS_WEB"", ""MS_IOS"", ""MS_ANDROID""]",Imported experiment [BLOOMREACH/65f473ea8eeaa0af3ce309b3],,0,1,2,1,0,1710589841
103,"{""metrics"": [], ""version"": ""0"", ""explosure"": """", ""dim_is_bot"": [""ALL""], ""dim_source"": [""UG_BLOOMREACH"", ""UGT_IOS"", ""UGT_ANDROID"", ""UG_WEB"", ""UGT_HUAWEI"", ""UG_IOS"", ""UG_ANDROID""], ""dim_country"": [""ALL""], ""dim_platform"": [""0"", ""1"", ""2"", ""3"", ""4""], ""dim_utm_term"": [""ALL""], ""ratio_metrics"": {""num"": [], ""denum"": [], ""method"": ""linear""}, ""dim_edu_rights"": [""ALL""], ""dim_edu_status"": [""ALL""], ""dim_pro_rights"": [""ALL""], ""dim_pro_status"": [""ALL""], ""dim_utm_medium"": [""ALL""], ""dim_utm_source"": [""ALL""], ""dim_sing_rights"": [""ALL""], ""dim_sing_status"": [""ALL""], ""dim_source_type"": [""ALL""], ""dim_utm_content"": [""ALL""], ""dim_utm_campaign"": [""ALL""], ""dim_source_screen"": [""ALL""], ""dim_bm_action_name"": [""ALL""], ""dim_bm_campaign_id"": [""ALL""], ""is_outlayer_filter"": [0, 0], ""exp_calc_start_date"": """", ""dim_bm_campaign_name"": [""ALL""], ""dim_user_autorization"": [""ALL""], ""dim_experiment_provider"": [""ALL""], ""dim_experiment_variation"": [""1"", ""2"", ""3"", ""4"", ""5""]}",4896,"project: ""https://alice.mu.se/pages/viewpage.action?pageId=494809528""",,"{""UGT_IOS"": [[""version"", ""7.0.48""]], ""UGT_ANDROID"": [[""version"", ""7.0.61""]]}",UG,0,"[""UGT_ANDROID"", ""UGT_IOS""]",[UG Monetization] UG App: Tour - Tutorials upsell,Banner Tour View,0,1,2,0,0,1722262439
104,,4624,,660c1f421c13c188bb2bf8a2,,MU,0,"[""MS_WEB"", ""MS_IOS"", ""MS_ANDROID""]",Imported experiment [BLOOMREACH/660c1f421c13c188bb2bf8a2],,0,1,2,1,0,1712074532
105,"{""metrics"": [], ""version"": ""0"", ""explosure"": ""dim_has_participated"", ""dim_source"": [""ALL""], ""dim_country"": [""ALL""], ""dim_platform"": [""ALL""], ""ratio_metrics"": {""num"": [], ""denum"": [], ""method"": ""linear""}, ""dim_device_type"": [""ALL""], ""dim_is_new_user"": [""ALL""], ""dim_is_authorised"": [""ALL""], ""is_outlayer_filter"": [0, 0], ""exp_calc_start_date"": """", ""dim_has_participated"": [""0"", ""1""], ""dim_has_subscription"": [""ALL""], ""dim_experiment_variation"": [""1"", ""2"", ""3"", ""4"", ""5""]}",5038,,,,MU,0,"[""MS_WEB""]",Money. Web. Abonements for Digital Books,,0,1,3,0,0,1723043846
106,"{""metrics"": [], ""version"": ""0"", ""explosure"": """", ""dim_is_bot"": [""ALL""], ""dim_source"": [""UG_BLOOMREACH"", ""UGT_IOS"", ""UGT_ANDROID"", ""UG_WEB"", ""UGT_HUAWEI"", ""UG_IOS"", ""UG_ANDROID""], ""dim_country"": [""ALL""], ""dim_platform"": [""0"", ""1"", ""2"", ""3"", ""4""], ""dim_utm_term"": [""ALL""], ""ratio_metrics"": {""num"": [], ""denum"": [], ""method"": ""linear""}, ""dim_edu_rights"": [""ALL""], ""dim_edu_status"": [""ALL""], ""dim_pro_rights"": [""ALL""], ""dim_pro_status"": [""ALL""], ""dim_utm_medium"": [""ALL""], ""dim_utm_source"": [""ALL""], ""dim_sing_rights"": [""ALL""], ""dim_sing_status"": [""ALL""], ""dim_source_type"": [""ALL""], ""dim_utm_content"": [""ALL""], ""dim_utm_campaign"": [""ALL""], ""dim_source_screen"": [""ALL""], ""dim_bm_action_name"": [""ALL""], ""dim_bm_campaign_id"": [""ALL""], ""is_outlayer_filter"": [0, 0], ""exp_calc_start_date"": """", ""dim_bm_campaign_name"": [""ALL""], ""dim_user_autorization"": [""ALL""], ""dim_experiment_provider"": [""ALL""], ""dim_experiment_variation"": [""1"", ""2"", ""3"", ""4"", ""5""]}",4881,https://alice.mu.se/pages/viewpage.action?pageId=494814392,,,UG,0,"[""UG_WEB""]",[UG Monetization] UG WEB: Increase prices for current subscriptions,Suitable For Price Increase,0,1,3,0,0,1720178560
107,"""""",3589,,,"{""MS_IOS"": [[""country"", [""DE""]]], ""MS_ANDROID"": [[""country"", [""DE""]]]}",MU,0,"[""MS_ANDROID"", ""MS_IOS""]",AA Experiment Localisation Germany,,0,1,2,0,0,1695373863
108,,4492,,65e0a1a28420c3932735ba58,,MU,0,"[""MS_WEB"", ""MS_IOS"", ""MS_ANDROID""]",Imported experiment [BLOOMREACH/65e0a1a28420c3932735ba58],,0,1,2,1,0,1709227222
